Rep,N,Crate,Model,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,nu
37,50,0.15,MSL,0.9826263464492,1.88005971060038,2.9159352691508698,1.9380203268599,1.15149796536382,1.41172599316198,0.412425197282531,0.500624440051163,1.02154311403646,38.3521059254955,10
37,50,0.15,MVNC,0.859716386218552,1.751513270101,2.80530593615278,2.7096346452246403,1.6855592874041998,2.05622542852065,0.568948303490827,0.8201341666154001,1.471247486378,0.0,10
37,50,0.15,MVTC,0.8687002341636809,1.7619491531028402,2.80614551815726,2.59055517404905,1.57433354323327,1.8908795671468897,0.5417544229224001,0.7746507112964781,1.43657078028209,27.065748935552502,10
37,50,0.15,MSLC,0.708535007333519,1.3229164524314,1.87257635833182,3.95853941515308,2.18470939416361,2.99575296738074,0.261578919127422,1.61565697159258,4.93950314408324,6.8700620614644885,10
38,50,0.15,MVN,1.6088244100011,2.25149925988722,3.21336658402379,3.58553174663476,2.39875178240007,2.35850299543984,1.29853629851501,1.15551949656825,1.3339033277635,0.0,10
38,50,0.15,MVT,1.50552668170419,2.1572190147583004,3.18330175634149,3.37756163240132,2.14848661686617,1.94457173664864,1.25116374173535,1.05782765878769,1.28133015185652,16.6737243212165,10
38,50,0.15,MSL,1.51300577769849,2.1461629679723897,3.18696874701146,2.52710974410694,1.564821839347,1.37914033735628,0.93120113924554,0.7818521039828441,0.975321573546837,5.845089714522951,10
38,50,0.15,MVNC,1.43506984290916,2.0947213621774097,3.10499941095699,4.74630676141617,3.24472345938846,3.16344685987997,1.7891012393806698,1.58341073638714,1.7891381131821,0.0,10
38,50,0.15,MVTC,1.42947228193719,2.09710128769164,3.1289205427767404,4.39629858908007,2.81542488520376,2.54617330028133,1.66069926008773,1.39685876166614,1.6949326913867802,15.4892541298038,10
38,50,0.15,MSLC,0.806104592001998,1.41485573846435,2.2534195838464903,6.02161353719951,4.17852161236887,4.3602001962440085,2.9924412300566803,2.48839989434953,4.90186365961349,7.972171541285009,10
39,50,0.15,MVN,1.46722687821361,2.45871589448785,3.46823294163587,5.627495339817281,4.00043582259081,3.42376204257599,2.10927948356596,1.74727544963525,1.70503569753726,0.0,10
39,50,0.15,MVT,1.23098960241853,2.22405227949513,3.2929213335275502,4.9270328009983215,3.4474575827082203,2.83130873946136,1.82401189249026,1.4215491087123897,1.34084162968542,8.54182033191956,10
39,50,0.15,MSL,1.29002914247582,2.2592854321506097,3.30746860457194,3.4077760123528,2.37002593602045,1.9314001335903896,1.2453165169420202,0.958154774421292,0.907510505992925,3.96141404301733,10
39,50,0.15,MVNC,1.2381161154243705,2.27412964680812,3.3332942811003305,7.567220599466919,5.442346126361821,4.64001546630016,2.95817620193444,2.45657656496673,2.31168185792008,0.0,10
39,50,0.15,MVTC,1.23875538028087,2.2371180318181096,3.2913063634374904,6.61648925387026,4.656195644341951,3.86043771020298,2.49113347754619,1.98964230197615,1.8621023091210904,9.46271122646407,10
39,50,0.15,MSLC,1.12014239326489,2.04707490661362,1.99372886570741,5.737614405600259,4.2917663148995695,3.743412946743472,3.41216260672471,2.9702714426832206,6.44052543892851,3.3472645401691903,10
40,50,0.15,MVN,1.0332582490833,2.25147953075434,3.1323611193252097,2.98612510156812,1.75705514769246,2.2070750264975403,1.23659472940779,1.3592071037499198,1.84725434211867,0.0,10
40,50,0.15,MVT,1.03325383435876,2.25147127630736,3.13235003885606,2.98609437471981,1.75703877479772,2.20704857107168,1.23659254098162,1.35919811454352,1.84724164780582,98518.5700191365,10
40,50,0.15,MSL,1.03298375564578,2.2509609190083,3.13166537978603,2.87928746957161,1.69429085778155,2.1278729343206,1.19300628443203,1.31087716498615,1.78154573212401,54.8302721531167,10
40,50,0.15,MVNC,0.8890817871933689,2.09611795326652,3.01030596909177,3.92209885289264,2.35490194181497,2.9749723282759906,1.5962517136928305,1.86595191926938,2.43553741476538,0.0,10
40,50,0.15,MVTC,0.947281687012924,2.12017234889858,3.0110180396129103,3.6356937847759,2.2012584053905697,2.79098999952673,1.52544442191455,1.76368103723797,2.3174407862576603,16.4916430961189,10
40,50,0.15,MSLC,0.6755288730334051,1.58026820777464,2.13600445072289,3.68582443364676,2.48251054059138,3.89813145998837,1.95971808269104,2.7579309740718,4.66258567555407,4.58886644957472,10
41,50,0.15,MVN,1.06158198767438,2.0336931389673896,2.98305025992669,4.589120632908839,3.4938516568721605,3.52047781707506,1.48645969421796,1.6522952962385902,1.33713361527469,0.0,10
