Rep,N,Crate,Model,run_sec,nu
41,25,0.0,MVNCR,0.0,4
41,25,0.0,MVTCR,0.0300000000000002,4
41,25,0.0,MSLCR,0.0199999999999996,4
42,25,0.0,MVNR,0.0,4
42,25,0.0,MVTR,0.0099999999999997,4
42,25,0.0,MSLR,0.0,4
42,25,0.0,MVNCR,0.0100000000000007,4
42,25,0.0,MVTCR,0.0299999999999994,4
42,25,0.0,MSLCR,0.0199999999999996,4
43,25,0.0,MVNR,0.0,4
43,25,0.0,MVTR,0.0199999999999996,4
43,25,0.0,MSLR,0.0200000000000005,4
43,25,0.0,MVNCR,0.0,4
43,25,0.0,MVTCR,0.0499999999999998,4
43,25,0.0,MSLCR,0.0100000000000007,4
44,25,0.0,MVNR,0.0,4
44,25,0.0,MVTR,0.0200000000000005,4
44,25,0.0,MSLR,0.0099999999999997,4
44,25,0.0,MVNCR,0.0,4
44,25,0.0,MVTCR,0.0499999999999998,4
44,25,0.0,MSLCR,0.0099999999999997,4
45,25,0.0,MVNR,0.0,4
45,25,0.0,MVTR,0.0499999999999998,4
45,25,0.0,MSLR,0.0300000000000002,4
45,25,0.0,MVNCR,0.0199999999999996,4
45,25,0.0,MVTCR,0.0600000000000005,4
45,25,0.0,MSLCR,0.0100000000000007,4
46,25,0.0,MVNR,0.0,4
46,25,0.0,MVTR,0.0,4
46,25,0.0,MSLR,0.0199999999999996,4
46,25,0.0,MVNCR,0.0,4
46,25,0.0,MVTCR,0.0199999999999996,4
46,25,0.0,MSLCR,0.0200000000000005,4
47,25,0.0,MVNR,0.0,4
47,25,0.0,MVTR,0.0200000000000005,4
47,25,0.0,MSLR,0.0199999999999996,4
47,25,0.0,MVNCR,0.0199999999999996,4
47,25,0.0,MVTCR,0.0100000000000007,4
47,25,0.0,MSLCR,0.0,4
48,25,0.0,MVNR,0.0099999999999997,4
48,25,0.0,MVTR,0.0200000000000005,4
48,25,0.0,MSLR,0.0,4
48,25,0.0,MVNCR,0.0,4
48,25,0.0,MVTCR,0.04,4
48,25,0.0,MSLCR,0.0099999999999997,4
49,25,0.0,MVNR,0.0,4
49,25,0.0,MVTR,0.0200000000000005,4
49,25,0.0,MSLR,0.0099999999999997,4
49,25,0.0,MVNCR,0.0,4
49,25,0.0,MVTCR,0.0300000000000002,4
49,25,0.0,MSLCR,0.0099999999999997,4
50,25,0.0,MVNR,0.0,4
50,25,0.0,MVTR,0.0099999999999997,4
50,25,0.0,MSLR,0.0199999999999996,4
50,25,0.0,MVNCR,0.0,4
50,25,0.0,MVTCR,0.0300000000000002,4
50,25,0.0,MSLCR,0.0200000000000005,4
51,25,0.0,MVNR,0.0,4
51,25,0.0,MVTR,0.0099999999999997,4
51,25,0.0,MSLR,0.0299999999999994,4
51,25,0.0,MVNCR,0.0,4
51,25,0.0,MVTCR,0.0299999999999994,4
51,25,0.0,MSLCR,0.0200000000000005,4
52,25,0.0,MVNR,0.0,4
52,25,0.0,MVTR,0.0199999999999996,4
52,25,0.0,MSLR,0.0099999999999997,4
52,25,0.0,MVNCR,0.0199999999999996,4
52,25,0.0,MVTCR,0.0499999999999998,4
52,25,0.0,MSLCR,0.0100000000000007,4
53,25,0.0,MVNR,0.0099999999999997,4
53,25,0.0,MVTR,0.0,4
53,25,0.0,MSLR,0.0300000000000002,4
53,25,0.0,MVNCR,0.0099999999999997,4
53,25,0.0,MVTCR,0.0200000000000005,4
53,25,0.0,MSLCR,0.0200000000000005,4
54,25,0.0,MVNR,0.0,4
54,25,0.0,MVTR,0.0300000000000002,4
54,25,0.0,MSLR,0.0,4
54,25,0.0,MVNCR,0.0,4
54,25,0.0,MVTCR,0.0300000000000002,4
54,25,0.0,MSLCR,0.0099999999999997,4
55,25,0.0,MVNR,0.0200000000000005,4
55,25,0.0,MVTR,0.0199999999999996,4
55,25,0.0,MSLR,0.0299999999999994,4
55,25,0.0,MVNCR,0.0,4
55,25,0.0,MVTCR,0.0299999999999994,4
55,25,0.0,MSLCR,0.0100000000000007,4
56,25,0.0,MVNR,0.0,4
56,25,0.0,MVTR,0.0,4
56,25,0.0,MSLR,0.0500000000000007,4
56,25,0.0,MVNCR,0.0,4
56,25,0.0,MVTCR,0.0099999999999997,4
56,25,0.0,MSLCR,0.0,4
57,25,0.0,MVNR,0.0,4
57,25,0.0,MVTR,0.0,4
57,25,0.0,MSLR,0.0199999999999996,4
57,25,0.0,MVNCR,0.0200000000000014,4
57,25,0.0,MVTCR,0.0299999999999994,4
57,25,0.0,MSLCR,0.0099999999999997,4
58,25,0.0,MVNR,0.0,4
58,25,0.0,MVTR,0.0099999999999997,4
58,25,0.0,MSLR,0.0500000000000007,4
58,25,0.0,MVNCR,0.0,4
58,25,0.0,MVTCR,0.0700000000000003,4
58,25,0.0,MSLCR,0.0299999999999994,4
59,25,0.0,MVNR,0.0,4
59,25,0.0,MVTR,0.0300000000000011,4
59,25,0.0,MSLR,0.0399999999999991,4
59,25,0.0,MVNCR,0.0099999999999997,4
59,25,0.0,MVTCR,0.0400000000000009,4
59,25,0.0,MSLCR,0.0199999999999996,4
60,25,0.0,MVNR,0.0,4
60,25,0.0,MVTR,0.0,4
60,25,0.0,MSLR,0.0299999999999994,4
